cycle_id,size,weight,id,harvested_at,status
15508,40.0,376.35,13537.0,2022-10-04,Partial
15508,76.0,11.68,13538.0,2022-10-04,Partial
15508,200.0,4.0,13539.0,2022-10-04,Partial
15508,28.0,1300.0,14562.0,2022-11-01,Full
19077,150.0,200.0,17878.0,2023-05-10,Partial
19077,110.0,400.0,17934.0,2023-05-16,Full
16365,106.34,320.18,13291.0,2022-09-18,Partial
16365,99.61,0.59,13301.0,2022-09-18,Partial
16365,72.18,143.72,13483.0,2022-09-29,Partial
16365,78.18,0.26,13494.0,2022-09-29,Partial
16365,60.52,362.3,13656.0,2022-10-10,Partial
16365,60.52,3.48,13657.0,2022-10-10,Partial
16365,55.38,3042.01,13854.0,2022-10-17,Full
16365,55.38,53.98,13855.0,2022-10-17,Full
15066,114.0,287.81,5434.0,2021-06-11,Partial
15066,114.0,1.0,5460.0,2021-06-11,Partial
15066,77.83,498.9,5968.0,2021-06-27,Partial
15066,77.83,0.66,5969.0,2021-06-27,Partial
15066,63.6,608.86,6036.0,2021-07-09,Partial
15066,63.6,4.69,6037.0,2021-07-09,Partial
15066,50.822,2479.1,6417.0,2021-07-29,Full
15066,50.822,34.36,6418.0,2021-07-29,Full
12863,93.33,952.35,17007.0,2023-03-29,Partial
12863,158.0,21.3,17008.0,2023-03-29,Partial
12863,79.11,959.7,17215.0,2023-04-08,Partial
12863,124.0,117.05,17216.0,2023-04-08,Partial
19294,160.0,200.0,13758.0,2022-10-14,Partial
19294,125.0,20.0,13923.0,2022-10-21,Full
18538,23.5,6220.0,14939.0,2022-12-02,Full
15805,61.0,127.35,10344.0,2022-04-20,Full
15805,120.0,41.5,10345.0,2022-04-20,Full
15805,100.0,10.0,10346.0,2022-04-20,Full
15805,120.0,16.5,10347.0,2022-04-20,Full
18403,95.98,545.66,5907.0,2021-06-18,Partial
18403,95.98,0.5,5908.0,2021-06-18,Partial
18403,71.42,568.17,6004.0,2021-06-30,Partial
18403,71.42,2.66,6005.0,2021-06-30,Partial
18403,63.8,659.03,6006.0,2021-07-08,Partial
18403,63.8,4.8,6007.0,2021-07-08,Partial
18403,47.649,3193.0,6441.0,2021-07-28,Full
18403,47.649,107.25,6442.0,2021-07-28,Full
20124,43.0,1041.0,12927.0,2022-08-13,Full
20124,65.0,110.0,12928.0,2022-08-13,Full
16588,110.0,250.0,17400.0,2023-04-11,Full
14583,111.23,321.26,12107.0,2022-07-23,Full
14583,111.23,21.87,12108.0,2022-07-23,Full
14583,111.23,18.11,12109.0,2022-07-23,Full
16332,93.3,3026.5,11527.0,2022-07-06,Partial
16332,60.4,3577.0,12061.0,2022-07-23,Partial
16332,40.3,3340.6,12360.0,2022-08-09,Partial
16332,31.9,3453.5,12836.0,2022-08-25,Partial
16332,26.53,10369.1,13069.0,2022-09-09,Full
18468,94.0,763.45,4744.0,2021-04-12,Partial
18468,81.0,2696.8,4911.0,2021-04-21,Failed
18958,67.45,592.76,6359.0,2021-08-04,Partial
18958,47.78,546.72,6558.0,2021-08-17,Full
15812,84.0,458.94,15009.0,2022-12-10,Partial
15812,84.0,13.5,15010.0,2022-12-10,Partial
15812,68.0,1289.65,15318.0,2022-12-20,Partial
15812,68.0,42.16,15319.0,2022-12-20,Partial
15812,37.6,5282.69,16080.0,2023-01-30,Full
15812,59.4,208.81,16081.0,2023-01-30,Full
15812,37.6,169.84,16082.0,2023-01-30,Full
15812,37.6,5.0,16083.0,2023-01-30,Full
21089,85.82,666.69,15902.0,2023-01-23,Partial
21089,85.82,22.94,15903.0,2023-01-23,Partial
21089,69.55,2580.49,16219.0,2023-02-03,Full
21089,69.55,88.12,16220.0,2023-02-03,Full
9098,190.0,288.71,11383.0,2022-06-21,Full
9098,200.0,90000.0,12432.0,2022-07-19,Full
9098,140.0,1270.0,13793.0,2022-09-29,Full
21944,207.03,211.61,11947.0,2022-07-16,Full
21944,226.47,7.23,11948.0,2022-07-16,Full
15015,109.0,238.0,18402.0,2023-06-06,Partial
15015,83.0,206.0,18639.0,2023-06-14,Partial
15015,53.0,225.74,19198.0,2023-07-03,Partial
15015,47.0,1260.0,19572.0,2023-07-11,Full
19313,98.0,226.4,13777.0,2022-10-15,Full
19313,140.0,48.05,13778.0,2022-10-15,Full
19313,120.0,3.0,13779.0,2022-10-15,Full
19313,120.0,7.5,13780.0,2022-10-15,Full
20936,78.74,685.76,13137.0,2022-09-14,Partial
20936,78.74,3.45,13138.0,2022-09-14,Partial
20936,51.2,2540.0,13708.0,2022-10-11,Full
20936,51.2,143.67,13709.0,2022-10-11,Full
20936,51.2,7.0,13789.0,2022-10-15,finishing (pengesatan)
17631,84.43,591.09,15285.0,2022-12-19,Partial
17631,84.43,21.38,15286.0,2022-12-19,Partial
17631,69.27,751.27,15506.0,2023-01-03,Partial
17631,69.27,35.4,15526.0,2023-01-03,Partial
17631,66.3,857.64,15624.0,2023-01-09,Full
17631,66.3,83.47,15685.0,2023-01-09,Full
17631,66.3,13.01,15686.0,2023-01-09,Full
17631,66.3,41.39,15687.0,2023-01-09,Full
18975,107.0,201.9,13773.0,2022-10-15,Full
18975,150.0,52.9,13774.0,2022-10-15,Full
18975,130.0,5.0,13775.0,2022-10-15,Full
18975,130.0,6.8,13776.0,2022-10-15,Full
20949,40.0,5000.0,13059.0,2022-07-01,Full
16006,98.6,288.97,14654.0,2022-11-23,Partial
16006,65.7,392.39,17330.0,2022-12-07,Partial
16006,50.0,865.25,17331.0,2022-12-21,Partial
16006,38.0,1401.74,17332.0,2023-01-11,Full
20975,30.0,5389.6,18326.0,2023-05-25,Full
15772,78.74,624.22,15900.0,2023-01-23,Partial
15772,78.74,18.68,15901.0,2023-01-23,Partial
15772,65.33,2480.69,16225.0,2023-02-04,Full
15772,65.33,93.75,16226.0,2023-02-04,Full
15772,65.33,21.0,16227.0,2023-02-04,Full
15775,124.0,1.22,10430.0,2022-04-24,Partial
15775,126.58,0.86,10431.0,2022-04-24,Partial
15775,265.5,0.29,10449.0,2022-04-10,Partial
15775,158.6,1.47,10450.0,2022-04-17,Partial
15775,100.4,962.4,10663.0,2022-05-04,Partial
15775,70.0,1398.95,10811.0,2022-05-17,Partial
15775,61.0,4257.0,10812.0,2022-05-24,Full
17609,125.0,370.0,15657.0,2023-01-08,Partial
17609,192.0,25.0,15694.0,2023-01-08,Partial
17609,192.0,0.66,15764.0,2023-01-08,Partial
17609,102.0,599.68,15809.0,2023-01-16,Partial
17609,102.0,547.88,15859.0,2023-01-16,Partial
17609,180.0,50.0,15972.0,2023-01-17,Partial
17609,180.0,1.8,15984.0,2023-01-17,Partial
17609,73.1,267.62,16185.0,2023-02-03,Partial
17609,73.1,9.92,16186.0,2023-02-03,Partial
17609,175.0,5.04,16204.0,2023-02-03,Partial
17609,72.4,954.24,16284.0,2023-02-09,Full
17609,72.4,13.66,16285.0,2023-02-09,Full
17609,190.0,28.26,16300.0,2023-02-09,Full
17609,190.0,0.34,16311.0,2023-02-09,Full
17609,190.0,3.5,16312.0,2023-02-09,Full
17749,179.0,0.8,16828.0,2023-02-27,Partial
17749,103.0,2.09,16834.0,2023-03-13,Partial
17749,66.0,2.86,17084.0,2023-03-27,Partial
17749,79.0,2.13,17089.0,2023-03-20,Partial
17749,130.0,1.38,17292.0,2023-03-06,Partial
17749,65.0,2.47,17295.0,2023-04-03,Partial
17749,60.0,2.65,17298.0,2023-04-09,Partial
17749,62.0,927.1,17299.0,2023-04-11,Full
17749,95.0,57.15,17302.0,2023-04-11,Full
17749,70.0,16.0,17307.0,2023-04-11,Full
19239,156.0,438.74,15664.0,2023-01-09,Partial
19239,119.0,532.34,15823.0,2023-01-17,Partial
19239,119.0,506.88,15873.0,2023-01-17,Partial
19239,180.0,8.58,15994.0,2023-01-17,Partial
19239,225.0,16.88,16004.0,2023-01-17,Partial
19239,82.0,1357.86,16286.0,2023-02-09,Full
19239,82.0,24.64,16287.0,2023-02-09,Full
19239,190.0,67.48,16301.0,2023-02-09,Full
19239,190.0,7.0,16304.0,2023-02-09,Full
19239,190.0,0.6,16310.0,2023-02-09,Full
20857,71.0,108.78,12909.0,2022-08-27,Full
19261,130.0,577.0,15409.0,2022-12-04,Partial
19261,92.0,747.54,15410.0,2022-12-15,Partial
19261,65.0,1187.24,15411.0,2022-12-26,Full
20617,102.0,452.21,9353.0,2022-01-22,Partial
20617,66.0,392.0,9474.0,2022-02-05,Partial
20617,125.0,52.26,9475.0,2022-02-05,Partial
20617,45.0,270.94,9602.0,2022-02-17,Full
20617,70.0,26.72,9603.0,2022-02-17,Full
20617,45.0,270.94,9786.0,2022-02-17,Full
20617,70.0,70.0,9787.0,2022-02-17,Full
20617,66.0,392.0,9788.0,2022-02-05,Partial
20617,140.0,40.0,9789.0,2022-01-22,Partial
20617,125.0,52.26,9791.0,2022-02-05,Partial
14577,365.5,0.2,10437.0,2022-04-09,Partial
14577,173.0,1.66,10438.0,2022-04-16,Partial
14577,127.2,0.98,10439.0,2022-04-23,Partial
14577,38.0,1013.0,11027.0,2022-06-12,Full
16334,164.5,337.0,15581.0,2022-11-23,Partial
16334,118.1,698.5,15599.0,2022-12-14,Partial
16334,87.0,366.4,15740.0,2023-01-03,Partial
16334,76.2,2670.31,16134.0,2023-01-21,Full
17218,220.0,795.0,14986.0,2022-11-25,Full
21688,103.56,163.59,12181.0,2022-06-26,Partial
21688,80.0,180.0,12182.0,2022-07-07,Partial
21688,47.8,1200.0,12207.0,2022-08-01,Full
21688,80.0,180.0,12435.0,2022-08-01,
21688,103.0,163.59,12436.0,2022-08-01,
10714,95.38,386.54,12485.0,2022-07-19,Partial
10714,71.78,377.49,12486.0,2022-08-01,Partial
10714,64.47,2315.29,12487.0,2022-08-12,Full
13451,113.0,829.45,14170.0,2022-08-23,Partial
13451,77.1,1100.9,14171.0,2022-09-03,Partial
13451,55.0,1045.1,14172.0,2022-09-13,Partial
13451,40.2,888.9,14173.0,2022-09-27,Partial
13451,33.0,4024.3,14174.0,2022-10-08,Full
19686,134.0,410.14,15648.0,2023-01-08,Partial
19686,115.0,565.78,15798.0,2023-01-15,Partial
19686,115.0,10.0,15842.0,2023-01-15,Partial
19686,115.0,476.82,15852.0,2023-01-15,Partial
19686,205.0,25.0,15940.0,2023-01-15,Partial
19686,195.0,25.0,15941.0,2023-01-15,Partial
19686,195.0,20.0,15942.0,2023-01-15,Partial
19686,185.0,9.68,15950.0,2023-01-15,Partial
19686,195.0,5.0,15977.0,2023-01-15,Partial
19686,195.0,2.0,15978.0,2023-01-15,Partial
19686,195.0,2.28,15979.0,2023-01-15,Partial
19686,72.4,279.16,16191.0,2023-02-03,Partial
19686,72.4,12.0,16192.0,2023-02-03,Partial
19686,72.4,20.0,16197.0,2023-02-03,Partial
19686,175.0,7.46,16200.0,2023-02-03,Partial
19686,175.0,0.78,16206.0,2023-02-03,Partial
19686,73.7,759.86,16281.0,2023-02-09,Full
19686,73.7,18.64,16282.0,2023-02-09,Full
19686,190.0,26.72,16298.0,2023-02-09,Full
19686,190.0,2.86,16308.0,2023-02-09,Full
21716,110.0,500.0,12265.0,2022-07-28,Full
19068,166.0,280.86,15546.0,2023-01-05,Partial
19068,255.0,20.0,15552.0,2023-01-05,Partial
19068,167.0,291.72,15790.0,2023-01-15,Partial
19068,185.0,305.0,15888.0,2023-01-18,Full
18590,78.0,170.0,12090.0,2022-07-22,Full
18590,80.0,170.0,12269.0,2022-07-22,Full
16328,109.0,1285.13,14165.0,2022-08-23,Partial
16328,73.8,1021.4,14166.0,2022-09-03,Partial
16328,52.0,867.4,14167.0,2022-09-13,Partial
16328,40.2,903.0,14168.0,2022-09-27,Partial
16328,33.0,3029.5,14169.0,2022-10-11,Full
19307,124.16,420.9,15898.0,2023-01-23,Partial
19307,124.16,30.88,15899.0,2023-01-23,Partial
19307,106.19,2373.07,16221.0,2023-02-03,Full
19307,106.19,199.18,16222.0,2023-02-03,Full
19063,57.0,918.0,11107.0,2022-06-17,Full
19063,57.0,318.0,11108.0,2022-06-17,Full
19063,57.0,480.0,11109.0,2022-06-17,Full
19063,57.0,120.0,11110.0,2022-06-17,Full
23362,42.6,221.2,18787.0,2023-05-28,Full
23362,45.0,10.83,18788.0,2023-05-28,Full
23362,215.0,13.89,18789.0,2023-05-28,Full
20550,54.0,4000.0,14726.0,2022-10-15,Partial
19238,61.0,884.0,12347.0,2022-07-19,Full
17728,120.0,303.0,13816.0,2022-10-14,Partial
17728,111.0,619.0,14188.0,2022-10-22,Full
17728,111.0,853.7,14189.0,2022-10-22,Full
17728,120.0,78.7,14456.0,2022-10-14,Partial
17728,111.0,619.44,14460.0,2022-10-12,Partial
17728,111.0,853.7,14461.0,2022-10-12,Partial
12348,95.8,753.4,16024.0,2023-01-28,Partial
12348,95.8,15.0,16025.0,2023-01-28,Partial
12348,57.0,893.58,16377.0,2023-02-16,Partial
12348,39.0,1700.7,16616.0,2023-03-09,Full
12348,39.0,92.4,16617.0,2023-03-09,Full
17720,91.0,474.75,10486.0,2022-04-23,Partial
17720,58.0,816.35,10652.0,2022-05-10,Partial
17720,58.0,1826.3,10653.0,2022-05-11,Failed
17720,58.0,31.75,10656.0,2022-05-11,Failed
14585,54.0,226.45,10118.0,2022-04-06,Partial
14585,47.0,560.0,10265.0,2022-04-13,Full
14585,47.0,20.0,10473.0,2022-04-13,Full
14585,47.0,2.0,10474.0,2022-04-13,Full
14585,47.0,2.0,10475.0,2022-04-13,Full
14585,47.0,1.0,10476.0,2022-04-13,Full
18405,32.0,4531.0,18458.0,2023-06-08,Full
21024,86.0,712.17,17938.0,2023-05-17,Partial
21024,200.0,0.86,17983.0,2023-05-17,Partial
21024,86.0,0.39,18006.0,2023-05-17,Partial
21024,86.0,0.11,18096.0,2023-05-17,Partial
21024,64.0,640.51,18187.0,2023-05-27,Partial
21024,180.0,1.04,18188.0,2023-05-27,Partial
21024,64.0,60.0,18189.0,2023-05-27,Partial
21024,64.0,30.0,18190.0,2023-05-27,Partial
21024,46.0,574.42,18575.0,2023-06-13,Partial
21024,120.0,1.21,18576.0,2023-06-13,Partial
21024,46.0,3.15,18577.0,2023-06-13,Partial
21024,45.0,423.92,18807.0,2023-06-21,Partial
21024,45.0,50.0,18809.0,2023-06-21,Partial
21024,45.0,10.71,18810.0,2023-06-21,Partial
21024,44.0,670.59,18854.0,2023-06-23,Partial
21024,80.0,19.33,18855.0,2023-06-23,Partial
21024,44.0,9.16,18856.0,2023-06-23,Partial
21024,43.0,1514.03,19010.0,2023-06-30,Full
21024,68.0,153.85,19011.0,2023-06-30,Full
21024,43.0,59.86,19012.0,2023-06-30,Full
14095,52.0,1100.0,16333.0,2023-01-12,Failed
12864,116.4,0.86,10428.0,2022-04-26,Partial
12864,318.5,0.25,10459.0,2022-04-12,Partial
12864,176.5,0.9,10460.0,2022-04-19,Partial
12864,103.3,596.8,10666.0,2022-05-04,Partial
12864,72.5,2210.3,10724.0,2022-05-16,Full
18817,150.0,500.0,19625.0,2023-07-07,Full
12867,133.9,361.0,15577.0,2022-11-15,Partial
12867,88.0,1082.4,15591.0,2022-12-19,Partial
12867,109.0,727.0,15592.0,2022-11-29,Partial
12867,74.0,367.3,15745.0,2023-01-10,Partial
12867,66.0,2488.9,16129.0,2023-01-16,Full
15006,84.0,641.0,11619.0,2022-07-04,Full
18396,62.0,255.26,11138.0,2022-06-18,Partial
18396,126.0,16.0,11139.0,2022-06-18,Partial
18396,62.0,255.26,11239.0,2022-06-18,
18396,62.0,16.0,11240.0,2022-06-18,
18396,46.0,747.89,12040.0,2022-07-04,Full
18396,58.0,29.27,12041.0,2022-07-04,Full
20714,90.85,559.77,15271.0,2022-12-19,Partial
20714,90.85,16.01,15272.0,2022-12-19,Partial
20714,78.36,660.5,15502.0,2023-01-02,Partial
20714,78.36,37.53,15519.0,2023-01-02,Partial
20714,72.41,957.84,15773.0,2023-01-12,Full
20714,72.41,117.47,15774.0,2023-01-12,Full
22535,210.0,202.0,17078.0,2023-04-01,Partial
22535,200.0,205.0,17169.0,2023-04-06,Partial
22535,190.0,531.0,17241.0,2023-04-09,Full
20948,54.0,2700.0,15672.0,2023-01-05,Full
19534,58.0,835.0,11106.0,2022-06-18,Full
19534,58.0,450.0,11107.0,2022-06-17,Full
19534,58.0,450.0,11222.0,2022-06-17,
15435,136.0,672.2,10197.0,2021-12-23,Partial
15435,93.0,715.1,10198.0,2022-01-01,Partial
15435,75.0,822.0,10199.0,2022-01-04,Partial
15435,36.0,5415.1,10200.0,2022-02-02,Full
12866,76.0,211.9,16353.0,2023-02-14,Partial
