cycle_id,sampled_at,average_weight
12863,2023-02-25,4.0
12863,2023-03-03,5.54
12863,2023-03-08,6.99
12863,2023-03-13,8.07
12863,2023-03-18,9.04
12863,2023-03-23,10.3
12863,2023-03-28,10.7
12863,2023-04-01,11.77
12863,2023-04-06,12.66
12863,2023-04-11,13.21
19294,2022-09-16,2.4
19294,2022-10-05,5.56
18538,2022-08-02,0.02
18538,2022-08-17,0.22
18538,2022-08-24,0.45
18538,2022-08-31,0.98
18538,2022-09-07,1.45
18538,2022-09-14,2.35
18538,2022-09-21,3.13
18538,2022-09-28,4.23
18538,2022-10-05,6.03
18538,2022-10-12,8.99
18538,2022-10-12,8.99
18538,2022-10-19,10.29
18538,2022-10-19,10.29
18538,2022-10-26,12.11
18538,2022-11-02,14.38
18538,2022-11-02,14.38
18538,2022-11-02,14.38
18538,2022-11-09,14.88
18538,2022-11-16,16.67
18538,2022-11-23,19.7
18538,2022-11-23,19.7
18538,2022-11-30,20.91
18538,2022-11-30,20.91
18538,2022-11-30,20.91
15805,2022-03-23,3.1
15805,2022-03-30,3.9
15805,2022-04-06,5.4
15805,2022-04-15,11.0
18403,2021-05-19,3.54
18403,2021-05-26,4.9
18403,2021-06-02,6.18
18403,2021-06-09,8.47
18403,2021-06-16,10.12
18403,2021-06-24,12.47
18403,2021-06-30,14.06
18403,2021-07-08,15.67
18403,2021-07-14,17.28
18403,2021-07-21,18.28
20124,2022-06-21,5.3
20124,2022-07-01,7.7
20124,2022-07-11,10.4
20124,2022-07-22,15.4
20124,2022-07-27,16.2
20124,2022-08-06,22.0
16588,2023-04-11,9.09
14583,2022-06-24,2.47
14583,2022-07-01,4.0
14583,2022-07-08,4.84
14583,2022-07-15,7.02
16332,2022-06-09,2.74
16332,2022-06-16,4.64
16332,2022-06-23,7.16
16332,2022-06-30,9.4
16332,2022-07-07,12.83
16332,2022-07-14,15.6
16332,2022-07-21,17.0
16332,2022-07-28,21.17
16332,2022-08-04,24.4
16332,2022-08-11,27.97
16332,2022-08-18,31.36
16332,2022-08-25,33.4
16332,2022-09-01,38.5
16332,2022-09-08,40.97
18468,2021-03-09,3.07
18468,2021-03-16,3.76
18468,2021-03-30,8.05
18468,2021-04-05,8.9
18468,2021-04-13,9.28
18958,2021-07-03,5.2
18958,2021-07-09,7.1
18958,2021-07-16,8.5
18958,2021-07-23,9.8
18958,2021-07-30,11.67
18958,2021-08-13,18.1
18958,2021-08-20,23.45
15812,2022-10-30,1.36
15812,2022-11-09,3.5
15812,2022-11-16,5.7
15812,2022-11-23,8.3
15812,2022-11-30,11.96
15812,2022-12-07,12.82
15812,2022-12-14,13.41
15812,2023-01-03,18.4
15812,2022-12-20,11.86
15812,2023-01-10,20.11
21089,2023-01-01,4.96
21089,2023-01-07,7.08
21089,2023-01-15,9.02
21089,2023-01-22,10.51
21089,2023-01-29,12.47
9098,2022-09-09,3.05
9098,2022-09-14,3.8
21944,2022-06-22,3.04
21944,2022-06-29,4.1
21944,2022-07-06,4.49
21944,2022-07-13,5.33
15015,2023-05-19,4.56
15015,2023-05-26,6.06
15015,2023-05-31,7.7
15015,2023-06-06,10.25
15015,2023-06-13,11.9
15015,2023-06-20,14.25
15015,2023-06-27,17.5
15015,2023-07-03,18.86
15015,2023-07-09,20.9
15015,2023-07-09,20.9
19313,2022-09-25,2.7
19313,2022-10-02,4.1
19313,2022-10-09,6.0
20936,2022-08-04,3.0
20936,2022-08-14,5.25
20936,2022-08-24,7.32
20936,2022-09-03,10.6
20936,2022-09-13,12.0
20936,2022-09-21,14.9
20936,2022-09-27,16.2
20936,2022-10-03,19.0
20936,2022-10-09,20.09
17631,2022-11-25,5.65
17631,2022-12-02,7.26
17631,2022-12-09,8.83
17631,2022-12-16,11.7
17631,2022-12-23,14.33
17631,2022-12-30,17.14
17631,2023-01-06,18.95
18975,2022-09-25,2.3
18975,2022-10-02,3.7
18975,2022-10-09,5.5
20949,2022-06-05,12.5
20949,2022-06-10,14.7
20949,2022-06-15,18.2
20949,2022-06-20,20.83
20949,2022-06-25,22.73
20949,2022-06-30,25.0
16006,2022-10-18,1.8
16006,2022-10-27,3.1
16006,2022-11-08,7.0
16006,2022-11-18,9.58
20975,2023-02-01,0.36
20975,2023-02-08,1.45
20975,2023-02-08,1.45
20975,2023-02-08,1.45
20975,2023-02-15,2.45
20975,2023-02-21,4.29
20975,2023-02-22,4.29
20975,2023-03-01,6.35
20975,2023-03-08,8.48
20975,2023-03-15,9.1
20975,2023-03-22,11.81
20975,2023-04-12,16.75
20975,2023-04-05,13.64
20975,2023-03-29,11.88
20975,2023-04-19,19.5
20975,2023-04-26,23.32
20975,2023-05-03,24.59
20975,2023-05-10,26.07
20975,2023-05-17,28.62
20975,2023-05-24,27.55
15772,2023-01-01,5.29
15772,2023-01-07,6.58
15772,2023-01-15,9.0
15772,2023-01-22,10.65
15772,2023-01-29,13.94
15775,2022-04-10,3.76
15775,2022-04-17,6.3
15775,2022-04-24,8.06
15775,2022-05-01,9.81
15775,2022-05-08,11.23
15775,2022-05-20,15.94
15775,2022-05-17,14.28
17609,2022-12-18,2.42
17609,2022-12-25,3.84
17609,2023-01-01,6.12
17609,2023-01-14,10.4
17609,2023-01-08,7.67
17609,2023-01-22,10.4
17609,2023-01-29,12.95
17609,2023-02-02,14.68
17749,2023-02-06,1.4
17749,2023-02-13,2.6
17749,2023-02-20,4.0
17749,2023-02-27,5.6
17749,2023-03-06,7.7
17749,2023-03-13,9.7
17749,2023-03-19,11.2
17749,2023-03-20,11.2
17749,2023-03-27,13.0
17749,2023-04-03,15.4
17749,2023-04-09,16.7
19239,2022-12-18,2.53
19239,2022-12-25,3.99
19239,2023-01-01,5.04
19239,2023-01-14,8.14
19239,2023-01-08,6.89
19239,2023-01-22,8.94
19239,2023-01-29,10.67
19239,2023-02-02,12.23
20857,2022-07-01,4.93
20857,2022-08-11,5.0
20857,2022-08-17,8.32
20857,2022-08-24,11.81
19261,2022-11-01,1.6
19261,2022-11-08,3.44
19261,2022-11-15,4.49
19261,2022-11-22,5.74
20617,2022-01-07,4.3
20617,2021-12-25,2.03
20617,2022-01-01,2.61
20617,2022-01-14,6.31
20617,2022-01-28,12.0
20617,2022-02-04,15.8
20617,2022-02-11,24.0
14577,2022-04-09,2.73
14577,2022-04-16,5.78
14577,2022-04-23,7.86
14577,2022-04-30,9.63
14577,2022-05-07,11.0
14577,2022-05-21,17.54
14577,2022-05-28,19.7
14577,2022-06-04,23.7
14577,2022-06-11,26.7
16334,2022-10-19,2.3
16334,2022-10-26,3.79
16334,2022-11-02,5.2
16334,2022-11-16,6.07
16334,2022-11-09,5.2
16334,2022-11-23,6.07
16334,2022-11-30,6.84
16334,2022-12-07,7.61
16334,2022-12-14,8.46
16334,2022-12-21,10.4
17218,2022-11-23,4.2
21688,2022-06-10,5.96
21688,2022-06-18,7.46
21688,2022-06-10,5.49
21688,2022-06-25,9.72
21688,2022-07-07,13.0
21688,2022-07-14,14.96
21688,2022-07-28,19.68
21688,2022-07-21,17.27
10714,2022-06-19,4.91
10714,2022-06-12,3.58
10714,2022-06-26,5.98
10714,2022-07-03,7.76
10714,2022-07-19,10.48
13451,2022-08-11,5.4
13451,2022-08-18,7.9
13451,2022-08-23,8.82
13451,2022-08-31,10.91
13451,2022-09-12,15.33
13451,2022-09-22,21.76
13451,2022-10-06,28.23
19686,2022-12-17,2.22
19686,2022-12-24,3.75
19686,2022-12-31,6.24
19686,2023-01-07,6.27
19686,2023-01-08,7.63
19686,2023-01-14,9.11
19686,2023-01-21,9.68
19686,2023-01-28,11.67
19686,2023-02-02,13.5
21716,2022-06-24,2.46
21716,2022-06-29,2.9
21716,2022-07-04,4.1
21716,2022-07-09,5.33
21716,2022-07-14,6.36
21716,2022-07-19,8.09
21716,2022-07-25,9.2
19068,2022-11-29,2.6
19068,2022-12-06,3.28
19068,2022-12-13,3.83
19068,2022-12-20,4.73
19068,2022-12-27,5.69
19068,2023-01-13,6.04
19068,2023-01-02,6.29
18590,2022-06-02,3.5
18590,2022-06-12,6.0
18590,2022-06-22,6.8
18590,2022-07-02,7.5
18590,2022-07-12,8.0
18590,2022-07-22,12.8
16328,2022-08-11,5.2
16328,2022-08-18,7.3
16328,2022-08-23,9.12
16328,2022-08-31,11.8
16328,2022-09-12,19.16
16328,2022-09-22,21.61
16328,2022-10-06,26.54
19307,2023-01-01,3.18
19307,2023-01-07,4.05
19307,2023-01-15,5.59
19307,2023-01-22,7.25
19307,2023-01-29,8.53
19063,2022-05-09,4.33
19063,2022-05-15,5.6
19063,2022-05-23,7.91
19063,2022-05-30,11.28
19063,2022-06-06,14.46
19063,2022-06-14,17.55
23362,2023-04-26,8.91
23362,2023-05-27,23.47
20550,2022-09-20,5.0
19238,2022-05-07,2.5
19238,2022-05-20,3.7
19238,2022-05-27,4.9
19238,2022-06-03,6.8
19238,2022-06-10,9.3
19238,2022-06-10,9.3
19238,2022-06-17,11.2
19238,2022-06-24,13.2
19238,2022-07-01,14.1
19238,2022-07-08,15.8
19238,2022-07-15,17.2
17728,2022-09-05,1.4
17728,2022-09-12,2.0
17728,2022-09-19,3.2
17728,2022-09-26,5.0
17728,2022-10-03,6.2
17728,2022-10-10,7.75
17728,2022-10-21,8.2
12348,2023-01-03,3.3
12348,2023-01-10,5.03
12348,2023-01-17,6.8
12348,2023-01-24,10.2
12348,2023-02-04,13.3
12348,2023-02-11,16.5
12348,2023-02-23,21.2
12348,2023-03-02,24.6
12348,2023-03-08,26.4
17720,2022-03-28,2.6
17720,2022-03-28,2.6
17720,2022-04-06,4.94
17720,2022-04-16,8.92
17720,2022-04-26,8.9
17720,2022-05-03,15.6
14585,2022-02-24,2.2
14585,2022-03-03,3.1
14585,2022-03-10,5.1
14585,2022-03-17,7.9
14585,2022-03-24,10.1
14585,2022-03-31,12.7
14585,2022-04-07,17.5
18405,2023-03-15,4.7
18405,2023-03-22,6.93
18405,2023-04-12,12.65
18405,2023-04-05,9.0
18405,2023-03-29,7.79
18405,2023-04-19,14.67
18405,2023-04-26,17.18
18405,2023-05-03,20.1
18405,2023-05-10,23.9
18405,2023-05-17,27.16
18405,2023-05-24,29.7
18405,2023-05-31,31.2
18405,2023-06-05,31.5
18405,2023-06-07,31.5
21024,2023-04-12,2.9
21024,2023-04-19,3.9
21024,2023-04-26,5.81
21024,2023-05-03,8.66
21024,2023-05-10,10.61
21024,2023-05-15,11.84
21024,2023-05-24,14.58
21024,2023-05-27,15.51
21024,2023-06-03,17.62
21024,2023-06-10,20.76
21024,2023-06-13,21.56
21024,2023-06-18,22.47
21024,2023-06-21,22.27
21024,2023-06-23,22.69
21024,2023-06-26,22.72
12864,2022-04-12,3.14
12864,2022-04-19,5.66
12864,2022-04-26,8.59
12864,2022-05-03,9.79
12864,2022-05-10,11.89
12864,2022-05-16,13.79
12864,2022-05-14,11.41
18817,2023-07-07,6.6
12867,2022-10-11,2.4
12867,2022-10-17,3.68
12867,2022-10-24,4.58
12867,2022-10-31,5.65
12867,2022-11-08,6.68
12867,2022-11-15,7.46
12867,2022-11-22,8.23
12867,2022-11-29,9.1
12867,2022-12-06,9.8
12867,2022-12-14,10.0
12867,2022-12-19,11.36
15006,2022-05-07,2.5
15006,2022-05-20,3.1
15006,2022-05-27,4.8
15006,2022-06-03,7.0
15006,2022-06-10,9.3
15006,2022-06-10,9.3
15006,2022-06-17,10.6
15006,2022-06-24,11.9
15006,2022-07-01,11.2
18396,2022-05-24,5.7
18396,2022-05-28,8.3
18396,2022-06-04,12.34
18396,2022-05-13,3.57
18396,2022-05-20,5.7
18396,2022-05-27,8.3
18396,2022-06-03,12.34
18396,2022-06-10,13.91
18396,2022-06-25,19.11
20714,2022-11-25,4.84
20714,2022-12-02,6.12
20714,2022-12-09,8.53
20714,2022-12-16,11.07
20714,2022-12-23,13.02
20714,2022-12-30,16.6
20714,2023-01-06,17.46
22535,2023-04-01,4.76
20948,2022-11-27,3.3
20948,2022-12-22,11.5
19534,2022-05-09,4.26
19534,2022-05-15,5.4
19534,2022-05-23,6.61
19534,2022-05-30,9.41
19534,2022-06-06,12.0
19534,2022-06-13,17.01
15435,2021-12-10,2.53
15435,2021-12-17,5.0
15435,2021-12-24,9.0
15435,2021-12-31,11.6
15435,2022-01-07,15.69
15435,2022-01-14,19.5
15435,2022-01-21,22.72
15435,2022-01-28,27.5
12866,2023-01-14,3.1
12866,2023-01-21,3.7
12866,2023-01-28,6.0
12866,2023-02-04,8.1
12866,2023-02-11,11.5
12866,2023-02-18,14.8
12866,2023-02-25,16.9
12866,2023-03-04,19.6
12866,2023-03-11,22.2
19315,2021-12-04,2.74
19315,2021-12-18,7.9
19315,2021-12-25,10.49
19614,2023-03-20,1.56
19614,2023-03-20,1.56
19614,2023-03-29,3.05
19614,2023-04-07,6.02
18140,2022-10-17,4.3
18140,2022-11-22,18.0
12869,2023-04-02,1.41
12869,2023-04-09,3.5
22532,2021-05-10,2.11
22532,2021-05-17,3.41
22532,2021-05-24,4.84
22532,2021-05-31,5.73
22532,2021-06-07,6.95
22532,2021-06-11,7.42
22532,2021-06-14,8.73
22532,2021-06-21,10.96
22532,2021-06-27,11.74
22532,2021-07-05,13.76
22532,2021-07-12,15.59
22532,2021-06-28,11.74
22532,2021-07-19,17.81
22532,2021-07-26,20.16
15498,2022-06-24,3.29
15498,2022-07-01,4.63
15498,2022-07-08,5.33
15498,2022-07-15,7.01
20763,2022-08-15,2.15
20763,2022-08-29,5.52
20763,2022-08-22,3.52
20763,2022-09-05,7.28
20763,2022-09-12,9.52
20763,2022-09-18,10.05
20763,2022-09-26,13.57
20763,2022-10-03,15.82
20763,2022-10-10,16.91
20763,2022-10-16,18.73
15835,2022-02-24,3.2
15835,2022-03-03,4.8
15835,2022-03-10,6.7
15835,2022-03-17,9.4
15835,2022-03-24,11.3
15835,2022-03-31,13.0
17640,2022-08-06,13.7
18277,2023-02-08,0.67
18277,2023-02-15,1.27
18277,2023-02-21,2.9
18277,2023-02-22,2.9
18277,2023-02-22,2.91
18277,2023-03-01,4.63
18277,2023-03-08,6.23
18277,2023-03-15,8.74
18277,2023-03-22,9.37
18277,2023-03-29,10.29
18277,2023-04-05,11.0
18277,2023-04-12,15.29
18277,2023-04-19,20.43
18277,2023-04-26,22.29
18277,2023-05-03,25.92
18277,2023-05-10,26.96
18277,2023-05-17,30.58
21659,2022-08-21,3.3
21659,2022-09-05,3.8
19302,2022-08-11,4.6
19302,2022-08-18,6.4
19302,2022-08-23,8.03
19302,2022-08-31,10.12
19302,2022-09-12,14.51
19302,2022-09-22,18.12
19302,2022-10-06,22.14
18921,2021-07-03,4.93
18921,2021-07-09,6.6
18921,2021-07-16,8.5
18921,2021-07-23,11.0
18921,2021-07-30,13.0
18921,2021-08-13,18.16
18921,2021-08-20,21.48
18921,2021-06-26,3.2
15496,2022-05-08,7.51
18133,2021-10-03,2.8
18133,2021-09-23,0.78
18133,2021-10-13,4.7
18133,2021-10-22,8.9
18133,2021-11-02,12.8
21660,2022-02-24,2.8
21660,2022-03-03,4.4
21660,2022-03-10,6.8
21660,2022-03-17,9.8
21660,2022-03-24,11.5
21660,2022-03-31,13.5
21660,2022-04-07,15.4
20668,2022-08-15,1.93
20668,2022-08-22,3.66
20668,2022-08-29,4.98
20668,2022-09-05,7.38
20668,2022-09-12,8.41
20668,2022-09-18,8.6
20668,2022-09-26,11.04
20668,2022-10-03,13.81
20668,2022-10-10,14.8
20668,2022-10-16,17.12
20943,2023-07-05,12.5
19066,2022-06-24,3.53
19066,2022-07-01,4.92
19066,2022-07-08,7.26
19066,2022-07-15,8.13
19066,2022-07-22,10.39
19066,2022-07-23,10.42
19066,2022-07-24,10.75
19066,2022-07-16,8.7
19066,2022-07-31,13.68
19066,2022-08-02,13.51
19066,2022-08-09,15.21
19066,2022-08-10,15.62
19066,2022-08-17,18.18
19066,2022-08-24,20.76
17532,2022-05-09,4.4
17532,2022-05-15,5.78
17532,2022-05-23,7.74
17532,2022-05-30,9.57
17532,2022-06-06,12.8
9091,2022-06-22,3.03
9091,2022-06-29,3.93
9091,2022-07-06,4.49
9091,2022-07-13,4.54
9091,2022-07-20,5.26
17306,2022-05-18,5.5
17306,2022-05-23,8.3
17306,2022-05-29,7.92
17306,2022-06-06,9.0
17306,2022-06-10,9.2
17306,2022-06-15,10.6
17306,2022-06-21,13.49
17306,2022-06-26,14.2
17306,2022-06-30,17.0
20665,2022-12-28,1.6
20665,2023-01-04,2.7
20665,2023-01-11,4.2
20665,2023-01-18,7.0
20665,2023-01-25,8.03
20665,2023-02-01,10.2
20665,2023-02-08,12.6
20665,2023-02-15,14.1
20665,2023-02-21,14.9
20665,2023-02-22,14.9
20665,2023-03-01,16.5
20665,2023-03-15,18.8
20665,2023-03-08,17.7
19669,2022-10-26,14.28
18446,2023-04-26,8.06
18446,2023-05-27,16.72
15758,2022-07-21,19.6
15758,2022-05-19,1.92
15758,2022-06-05,5.64
15758,2022-05-23,1.92
15758,2022-05-30,4.88
15758,2022-06-13,7.85
15758,2022-06-14,9.75
15758,2022-05-19,1.49
15758,2022-07-09,15.62
15758,2022-07-03,13.16
19803,2022-11-29,2.76
19803,2022-12-06,3.21
19803,2022-12-13,4.07
19803,2022-12-21,5.22
19803,2022-12-27,6.16
19803,2023-01-10,6.65
19803,2023-01-02,7.16
19314,2022-06-14,0.15
19314,2022-06-19,0.64
19314,2022-06-24,1.53
19314,2022-06-29,2.29
19314,2022-07-09,4.3
19314,2022-07-14,5.59
20429,2022-04-02,3.28
20429,2022-04-09,4.46
20429,2022-04-16,6.13
20429,2022-04-22,7.04
20429,2022-04-29,7.51
19755,2023-06-13,2.68
19755,2023-06-19,4.45
17880,2022-07-26,0.01
17880,2022-08-10,0.19
17880,2022-08-17,0.37
17880,2022-08-24,0.67
17880,2022-08-31,1.12
17880,2022-09-07,1.8
17880,2022-09-14,2.45
17880,2022-09-21,3.83
17880,2022-09-28,5.66
17880,2022-09-28,5.66
17880,2022-10-05,7.91
17880,2022-10-12,10.27
17880,2022-10-19,11.11
17880,2022-10-26,12.16
17880,2022-11-02,13.61
17880,2022-11-09,14.67
17880,2022-11-16,16.35
17880,2022-11-16,16.35
17880,2022-11-23,16.27
17880,2022-11-23,16.27
17880,2022-11-30,17.06
17880,2022-12-07,17.06
17126,2022-11-23,0.77
17126,2022-11-23,0.77
17126,2022-11-23,0.77
17126,2022-11-30,1.42
17126,2022-11-30,1.42
17126,2022-12-07,2.86
17126,2022-12-14,5.11
17126,2022-12-14,5.11
17126,2022-12-28,10.62
17126,2022-12-28,10.62
17126,2022-12-21,8.04
17126,2023-01-04,12.6
17126,2023-01-11,15.79
17126,2023-01-11,15.95
17126,2023-01-18,17.84
17126,2023-01-18,17.84
17126,2023-01-18,17.84
17126,2023-01-25,19.3
17126,2023-02-01,18.83
17126,2023-02-08,23.39
17126,2023-02-08,23.39
17126,2023-02-08,23.39
17126,2023-02-15,26.8
17126,2023-02-21,27.82
17126,2023-02-22,27.82
17126,2023-03-01,31.53
9103,2022-09-27,3.11
9103,2022-10-20,6.68
9103,2022-10-14,5.82
9103,2022-10-04,4.14
9103,2022-10-28,8.93
16339,2022-04-09,3.15
16339,2022-04-19,5.4
16339,2022-04-29,9.4
16054,2022-08-08,0.02
16054,2022-08-24,0.15
16054,2022-08-31,0.39
16054,2022-09-07,0.66
16054,2022-09-14,1.2
16054,2022-09-21,1.81
16054,2022-10-05,5.6
16054,2022-10-19,7.98
16054,2022-10-26,9.15
16054,2022-11-02,11.3
16054,2022-11-02,11.3
16054,2022-11-09,13.13
16054,2022-09-28,2.98
16054,2022-10-12,6.77
16054,2022-11-16,14.89
16054,2022-11-16,14.89
16054,2022-11-23,16.42
16054,2022-11-30,17.5
16054,2022-12-07,19.65
16054,2022-12-14,18.6
16054,2022-12-14,18.6
16054,2022-12-21,19.6
17638,2022-03-28,2.7
17638,2022-03-28,2.7
17638,2022-04-06,5.06
17638,2022-04-16,7.69
15305,2023-06-13,2.69
15305,2023-06-19,4.03
15499,2023-01-03,1.3
15499,2023-01-10,1.7
15499,2023-01-17,3.3
15499,2023-01-24,4.5
15499,2023-01-31,6.4
15499,2023-02-07,7.7
15499,2023-02-14,9.6
15499,2023-02-21,10.9
15499,2023-02-28,12.8
15499,2023-03-07,14.98
15499,2023-03-14,17.1
15499,2023-03-21,18.8
15499,2023-03-27,20.2
15499,2023-04-03,23.4
15499,2023-04-10,25.2
19312,2023-02-13,1.38
19312,2023-02-19,2.54
19312,2023-02-25,3.56
19312,2023-03-03,4.9
19312,2023-03-08,6.19
19312,2023-03-13,7.08
19312,2023-03-18,7.79
19312,2023-03-23,9.22
19312,2023-03-28,9.78
19312,2023-04-01,10.58
19312,2023-04-06,11.53
19312,2023-04-11,13.93
18911,2021-12-04,1.85
18911,2021-12-18,6.63
18911,2021-12-25,9.04
19600,2022-12-21,0.4
19600,2023-01-11,1.8
19600,2023-01-18,2.9
19600,2023-01-25,4.15
19600,2023-02-01,6.2
19600,2023-02-08,9.5
19600,2023-02-15,9.5
19600,2023-02-21,11.6
19600,2023-02-22,11.6
19600,2023-03-01,15.3
19600,2023-03-15,17.8
19600,2023-03-08,15.3
19600,2023-03-22,18.1
19600,2023-04-05,21.3
19600,2023-03-29,19.3
18190,2022-12-17,1.99
18190,2022-12-24,2.97
18190,2022-12-31,4.35
18190,2023-01-07,5.66
18190,2023-01-08,5.93
18190,2023-01-14,8.13
18190,2023-01-21,8.52
18190,2023-01-28,11.37
18190,2023-02-02,11.74
18057,2023-04-12,2.4
18057,2023-04-19,2.96
18057,2023-04-26,4.97
18057,2023-05-03,6.55
18057,2023-05-10,7.86
18057,2023-05-15,8.36
18057,2023-05-24,10.2
18057,2023-05-27,10.33
18057,2023-06-03,11.11
18057,2023-06-10,11.27
19366,2022-08-08,3.69
19366,2022-08-15,4.73
19366,2022-08-22,6.5
19366,2022-08-29,8.25
19366,2022-09-04,9.36
19366,2022-09-11,13.0
19366,2022-09-21,15.63
17439,2023-04-12,2.2
17439,2023-04-19,4.06
17439,2023-04-26,4.95
17439,2023-05-03,7.79
17439,2023-05-10,8.86
17439,2023-05-15,10.18
17439,2023-05-24,12.87
17439,2023-05-27,12.98
17439,2023-06-03,15.16
17439,2023-06-10,16.08
17439,2023-06-13,17.56
17439,2023-06-18,18.77
17439,2023-06-21,18.3
17439,2023-06-26,18.95
20076,2022-06-23,4.2
20076,2022-06-15,4.0
16483,2023-04-24,2.95
16483,2023-05-01,4.9
16483,2023-05-08,6.65
16483,2023-05-15,9.36
16483,2023-05-19,12.52
16483,2023-05-22,12.71
16483,2023-05-29,15.25
16483,2023-06-05,19.58
12865,2023-04-27,1.2
12865,2023-05-02,1.86
12865,2023-05-07,2.37
12865,2023-05-12,3.38
12865,2023-05-17,4.38
12865,2023-05-23,5.66
15750,2023-04-12,2.4
15750,2023-04-19,3.51
15750,2023-04-26,4.75
15750,2023-05-03,6.99
15750,2023-05-10,8.59
15750,2023-05-15,10.19
15750,2023-05-24,12.27
15750,2023-05-27,11.69
15750,2023-06-03,11.94
15750,2023-06-10,13.82
15750,2023-06-15,14.65
15750,2023-06-20,14.99
15750,2023-06-21,15.46
15750,2023-06-26,16.62
22536,2022-12-10,3.42
22536,2022-12-17,5.47
22536,2022-12-24,8.71
22536,2022-12-31,9.76
22536,2023-01-07,11.85
22536,2023-01-14,13.63
22536,2023-01-18,16.81
22536,2023-01-29,13.69
18922,2022-12-01,5.56
18922,2022-12-11,8.96
18922,2022-12-21,12.49
18922,2022-12-31,16.97
18922,2023-01-09,19.73
15484,2022-08-15,1.6
15484,2022-08-22,3.05
15484,2022-08-29,4.6
15484,2022-09-05,6.32
15484,2022-09-12,7.92
15484,2022-09-19,9.79
15484,2022-09-26,11.66
15484,2022-10-03,13.94
15484,2022-10-10,14.83
15484,2022-10-16,17.42
19693,2023-01-05,3.6
19693,2023-01-10,5.2
19693,2023-01-06,3.6
19693,2023-01-07,3.6
19693,2023-01-08,3.6
19693,2023-01-09,3.6
19693,2023-01-11,5.2
19693,2023-01-12,5.2
19693,2023-01-13,5.2
19693,2023-01-14,5.2
19693,2023-01-15,6.0
19693,2023-01-16,6.0
19693,2023-01-17,6.0
19693,2023-01-18,6.0
19693,2023-01-19,6.0
19693,2023-01-20,7.28
19693,2023-01-21,7.2
19693,2023-01-22,7.2
19693,2023-01-23,7.2
19693,2023-01-24,8.65
19693,2023-01-24,8.6
19693,2023-01-25,8.6
19693,2023-01-26,8.6
19693,2023-01-27,8.6
19693,2023-01-28,8.6
19693,2023-01-29,8.6
19693,2023-01-30,10.1
19693,2023-01-31,10.1
19693,2023-02-01,10.1
19693,2023-02-02,10.1
19693,2023-02-04,12.2
19693,2023-02-05,12.2
19693,2023-02-08,12.2
19693,2023-02-09,12.2
19693,2023-02-10,12.2
19693,2023-02-11,13.78
19693,2023-02-12,13.78
19693,2023-02-13,13.78
19693,2023-02-14,13.78
19693,2023-02-15,13.78
19693,2023-02-16,13.7
19693,2023-02-17,13.7
19693,2023-02-18,13.78
20616,2021-12-04,2.0
20616,2021-12-18,7.0
18673,2022-03-13,1.5
18673,2022-03-19,1.98
18673,2022-03-20,1.72
18673,2022-03-26,2.65
18673,2022-03-28,3.3
18673,2022-04-01,3.79
18673,2022-04-05,4.78
18673,2022-04-10,6.66
18673,2022-04-18,8.28
18673,2022-04-23,10.1
18673,2022-04-28,12.4
18673,2022-05-02,12.05
18673,2022-05-08,14.8
18673,2022-05-18,18.24
20739,2022-10-19,2.2
20739,2022-10-26,3.9
20739,2022-11-02,5.5
20739,2022-11-09,6.0
20739,2022-11-16,6.65
20739,2022-11-23,6.7
20739,2022-11-30,7.47
20739,2022-12-07,8.24
20739,2022-12-14,9.09
20739,2022-12-21,10.8
11081,2022-08-16,3.4
11081,2022-08-26,5.9
11081,2022-09-06,6.9
18367,2022-06-20,3.4
18367,2022-07-04,6.75
20409,2022-12-18,2.34
20409,2022-12-25,3.45
20409,2023-01-01,4.93
20409,2023-01-14,8.28
20409,2023-01-08,6.72
20409,2023-01-22,9.05
14097,2022-06-13,2.46
14097,2022-06-20,3.8
14097,2022-06-27,5.6
14097,2022-07-04,6.66
14097,2022-07-11,7.26
14097,2022-07-18,8.26
14097,2022-07-25,8.1
14097,2022-08-01,9.73
16050,2022-06-24,8.1
16050,2022-06-18,5.0
19688,2022-07-29,0.02
19688,2022-08-11,0.15
19688,2022-08-17,0.46
19688,2022-08-24,0.87
19688,2022-08-31,1.54
19688,2022-09-07,1.87
19688,2022-09-14,2.76
19688,2022-09-21,5.02
19688,2022-09-28,5.97
19688,2022-09-28,5.97
19688,2022-10-05,9.65
19688,2022-10-12,10.72
19688,2022-10-19,12.56
19688,2022-10-26,13.89
19688,2022-11-02,16.16
19688,2022-11-09,17.05
19688,2022-11-16,18.63
19688,2022-11-16,18.63
19688,2022-11-23,20.78
19688,2022-11-23,20.78
19688,2022-11-30,22.03
19688,2022-12-07,23.31
19688,2022-12-14,22.04
19688,2022-12-14,22.04
19688,2022-12-21,22.18
19688,2022-12-21,22.18
19688,2022-12-21,22.18
18025,2022-12-14,1.61
18025,2022-12-19,2.34
18025,2022-12-26,3.3
18025,2023-01-02,5.1
18025,2023-01-09,5.51
18025,2023-01-16,5.97
18025,2023-01-23,6.56
18025,2023-01-31,7.43
18025,2023-02-06,7.96
19247,2021-05-19,3.12
19247,2021-05-26,3.63
19247,2021-06-02,5.04
19247,2021-06-09,6.35
19247,2021-06-16,8.53
19247,2021-06-24,10.91
19247,2021-06-30,11.96
19247,2021-07-08,14.14
19247,2021-07-14,17.03
19247,2021-07-21,17.6
12853,2022-05-29,5.64
12853,2022-06-12,10.48
12853,2022-06-25,18.34
12853,2022-07-03,19.8
